"","Source","Target","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"695","7523","8030",-0.511280561611197,"Justice and judicial activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",10
"696","9271","8030",-0.402124664400946,"Gambling and betting activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",16
"697","4010","8030",-0.0639433818481732,"","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","","NA, NA, NA","","NA, NA, NA",45
"698","9220","8030",-0.178486583539818,"Radio activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",15
"699","5511","8030",-0.297649545770692,"","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","","NA, NA, NA","","NA, NA, NA",30
"700","8022","8030",0.82891598352675,"Technical and vocational secondary education","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",468
"701","3430","8030",-0.521765745057823,"Manufacture of parts and accessories for motor vehicles and their engines","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",10
"702","7031","8030",-0.373353759385423,"Real estate agencies","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",17
"703","3320","8030",-0.4625672545001,"Manufacture of electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment, Manufacture of non-electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment, Manufacture of non-electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA",16
"704","7310","8030",0.61614764059123,"Research and experimental development on natural sciences and engineering","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",197
"705","7020","8030",-0.258058287346368,"Other letting of own property, Letting of conference and exhibition centres","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",28
"706","2442","8030",-0.438941741997893,"Manufacture of medicaments, Manufacture of non-medicaments","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA","NA, NA, NA","NA, NA","NA, NA, NA",10
"707","9262","8030",-0.134838390221317,"Other sporting activities not elsewhere classified, Activities of racehorse owners","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA","NA, NA, NA","NA, NA","NA, NA, NA",32
"708","5147","8030",-0.544131733068552," Wholesale of photographic goods, Wholesale of other household goods n.e.c., Wholesale of furniture,jewellery, imitation jewellery, musical instruments, toys and games,travel and fancy goods","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA","NA, NA, NA","NA, NA","NA, NA, NA",11
"709","5245","8030",-0.315513674478362,"Retail sale of electrical household appliances and radio and television goods","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",18
"710","2212","8030",-0.388312176587232,"Publishing of newspapers","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",12
"711","7440","8030",-0.176994428117291,"Planning, creation and placement of advertising activities, Advertising activities not elsewhere classified,Sale or leasing activities of advertising space or time","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",21
"712","7222","8030",-0.400655979085401,"Other software consultancy and supply","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",17
"713","5247","8030",-0.241070526817338,"Retail sale of books, newspapers and stationery","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",25
"714","7230","8030",-0.486442000428622,"Data processing","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",11
"715","7413","8030",-0.100304378485939,"Market research and public opinion polling","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",17
"716","9133","8030",-0.0188314474800662,"Activities of other membership organizations n.e.c.","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",32
"717","2213","8030",-0.283136646335863,"Publishing of journals and periodicals","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",11
"718","9261","8030",-0.234733439844787,"Operation of ice rinks and roller skating rinks,Operation of other sports arenas and stadiums not elsewhere classified","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",25
"719","9131","8030",0.212945402164413,"Activities of religious organizations","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",17
"720","9302","8030",-0.0554316852924015,"Hairdressing and other beauty treatment","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",10
"721","9305","8030",0.0814684899719102,"Other service activities n.e.c., Operation of coin-operated photographic machines","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA","NA, NA, NA","NA, NA","NA, NA, NA",18
"722","7260","8030",-0.195566506621363,"Other computer related activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",10
"723","2211","8030",0.187050070317369,"Publishing of books","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA","NA, NA, NA","NA","NA, NA, NA",10
"724","7487","8030",-0.311219128294747,"Other business activities not elsewhere classified, Specialty design activities, Activities of exhibition and fair organisers,Activities of conference organisers,Credit reporting and collection agency activities","Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","NA, NA, NA","NA, NA, NA","NA, NA, NA","NA, NA, NA",13
