"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"1752","2221","2229",0.993064498772923,"Plastic plates, sheets, tubes etc","Other plastic","Rubber and plastic products","Rubber and plastic products","All other Manufacturing","All other Manufacturing",14
"1753","2896","2229",0.998797823085046,"Plastics, rubber machinery","Other plastic","Special purpose machinery","Rubber and plastic products","Manufacture machinery, vehicle, transport","All other Manufacturing",10
"1754","2562","4672",0.988621302731534,"Machining","Metals, metal ores","Other fabricated metal products","Other wholesale","All other Manufacturing","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1755","4672","4672",1,"Metals, metal ores","Metals, metal ores","Other wholesale","Other wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",34
"1756","4771","4642",0.87489921728891,"Clothing","Clothing, footwear","Specialised retail - other","Household goods wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",22
"1757","4772","4642",0.975524578450604,"Footwear, leather goods","Clothing, footwear","Specialised retail - other","Household goods wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",12
"1758","4642","4642",1,"Clothing, footwear","Clothing, footwear","Household goods wholesale","Household goods wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",34
"1759","5222","5222",1,"Incidental water service","Incidental water service","Warehousing, transport support","Warehousing, transport support","Transportation and Storage","Transportation and Storage",33
"1760","7820","2932",0.66997979547279,"Temporary employment agencies","Motor vehicle other parts","Employment activities","Motor vehicles,trailers/semitrailer","Business services","Manufacture machinery, vehicle, transport",14
"1761","4531","2932",0.963110699811724,"Wholesale trade parts, accessories","Motor vehicle other parts","Motor vehicle/cycle trade, repair","Motor vehicles,trailers/semitrailer","Wholesale and retail,motor vehicle repair,sale of fuel","Manufacture machinery, vehicle, transport",10
"1762","2932","2932",1,"Motor vehicle other parts","Motor vehicle other parts","Motor vehicles,trailers/semitrailer","Motor vehicles,trailers/semitrailer","Manufacture machinery, vehicle, transport","Manufacture machinery, vehicle, transport",32
"1763","2931","2932",0.998051252070545,"Motor vehicle electrical/electronic","Motor vehicle other parts","Motor vehicles,trailers/semitrailer","Motor vehicles,trailers/semitrailer","Manufacture machinery, vehicle, transport","Manufacture machinery, vehicle, transport",24
"1764","1623","1623",1,"Other builders  carpentry, joinery","Other builders  carpentry, joinery","Wood,cork, straw,plaiting materials","Wood,cork, straw,plaiting materials","All other Manufacturing","All other Manufacturing",32
"1765","6419","6630",0.677597147555811,"Other monetary intermediation","Fund management activities","Financial, insurance, pension","Auxiliary financial services","Business services","Business services ",18
"1766","8559","6630",0.935988579785679,"Other education nec","Fund management activities","Other education","Auxiliary financial services","Government administrative functions, Education, Health","Business services ",18
"1767","6619","6630",0.939807873315581,"Other financial services","Fund management activities","Auxiliary financial services","Auxiliary financial services","Business services","Business services ",10
"1768","6612","6630",0.979930817152421,"Security,commodity contract broking","Fund management activities","Auxiliary financial services","Auxiliary financial services","Business services","Business services ",23
"1769","6630","6630",1,"Fund management activities","Fund management activities","Auxiliary financial services","Auxiliary financial services","Business services ","Business services ",32
"1770","8520","9001",0.274987098418857,"Primary","Performing arts","Education","Creative, arts and entertainment","Government administrative functions, Education, Health","Other Service activities",10
"1771","9001","9001",1,"Performing arts","Performing arts","Creative, arts and entertainment","Creative, arts and entertainment","Other Service activities","Other Service activities",32
"1772","6920","2042",0.956072782772518,"Accounting, auditing; tax consltcy","Perfumes, toilet preparations","Legal and accounting activities","Chemicals, chemical products","Business services","Manufacture coke, petroleum, chemicals, pharmaceuticals",19
"1773","7219","2042",0.956670054055086,"Other natural sciences, engineering","Perfumes, toilet preparations","Scientific research, development","Chemicals, chemical products","Business services","Manufacture coke, petroleum, chemicals, pharmaceuticals",10
"1774","4645","2042",0.993535058937903,"Perfume, cosmetics","Perfumes, toilet preparations","Household goods wholesale","Chemicals, chemical products","Wholesale and retail,motor vehicle repair,sale of fuel","Manufacture coke, petroleum, chemicals, pharmaceuticals",17
"1775","2042","2042",1,"Perfumes, toilet preparations","Perfumes, toilet preparations","Chemicals, chemical products","Chemicals, chemical products","Manufacture coke, petroleum, chemicals, pharmaceuticals","Manufacture coke, petroleum, chemicals, pharmaceuticals",11
"1776","7820","4631",0.739340233681964,"Temporary employment agencies","Fruit and vegetables","Employment activities","Food, beverages, tobacco wholesale","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",12
"1777","4639","4631",0.98116033041882,"Other non-specialised","Fruit and vegetables","Food, beverages, tobacco wholesale","Food, beverages, tobacco wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1778","4631","4631",1,"Fruit and vegetables","Fruit and vegetables","Food, beverages, tobacco wholesale","Food, beverages, tobacco wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",30
"1779","2829","2829",1,"Other","Other","General machinery","General machinery","Manufacture machinery, vehicle, transport","Manufacture machinery, vehicle, transport",30
"1780","2825","2829",0.997791705907187,"Non-domestic cooling/ventilation eq","Other","General machinery","General machinery","Manufacture machinery, vehicle, transport","Manufacture machinery, vehicle, transport",10
"1781","9104","9104",1,"Botanical/zoo gardens/reserves","Botanical/zoo gardens/reserves","Libraries, archives, museums","Libraries, archives, museums","Other Service activities","Other Service activities",30
"1782","3600","3700",0.984643675194374,"Water collection, treatment, supply","Sewerage","Water and sewerage","Water and sewerage","Utilities, sewerage, waste and recycling","Utilities, sewerage, waste and recycling",10
"1783","3700","3700",1,"Sewerage","Sewerage","Water and sewerage","Water and sewerage","Utilities, sewerage, waste and recycling","Utilities, sewerage, waste and recycling",30
