"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"620","8010","8121",0.751363865767784,"Private security","General cleaning of buildings","Security, investigation activities","Buildings, landscape activities","Business services","Business services",103
"621","8730","8121",0.0241338342508282,"Elderly, disabled","General cleaning of buildings","Residential care activities","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",24
"622","5629","8121",0.575441318627437,"Other food service","General cleaning of buildings","Food, beverage service","Buildings, landscape activities","Other Service activities","Business services",68
"623","8891","8121",-0.298080819688988,"Child day-care","General cleaning of buildings","Non residential social work","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",10
"624","7010","8121",0.68493419189976,"Head office activities","General cleaning of buildings","Head offices; mgment consultancy","Buildings, landscape activities","Business services","Business services",57
"625","5621","8121",0.414377906020146,"Event catering","General cleaning of buildings","Food, beverage service","Buildings, landscape activities","Other Service activities","Business services",28
"626","8299","8121",0.307151379250889,"Other","General cleaning of buildings","Office admin, business support","Buildings, landscape activities","Business services","Business services",26
"627","9700","8121",0.122937668662612,"Households as employers","General cleaning of buildings","Domestic personnel employment","Buildings, landscape activities","Other Service activities","Business services",13
"628","7810","8121",0.116714780600462,"Employment placement agencies","General cleaning of buildings","Employment activities","Buildings, landscape activities","Business services","Business services",10
"629","6832","8121",0.342359588902448,"Managament of fee/contract basis","General cleaning of buildings","Real estate activities","Buildings, landscape activities","Business services ","Business services",10
"630","9312","8121",0.0916402494661688,"Activities of sport clubs","General cleaning of buildings","Sports activities and recreation","Buildings, landscape activities","Other Service activities","Business services",10
"631","8129","8121",0.905265738391051,"Other cleaning activities","General cleaning of buildings","Buildings, landscape activities","Buildings, landscape activities","Business services","Business services",44
"632","8122","8121",0.906625738984712,"Other industrial cleaning","General cleaning of buildings","Buildings, landscape activities","Buildings, landscape activities","Business services","Business services",21
"633","8610","6910",-0.735526753057881,"Hospital activities","Legal activities","Human health activities","Legal and accounting activities","Government administrative functions, Education, Health","Business services ",14
"634","8520","6910",-0.720478610739025,"Primary","Legal activities","Education","Legal and accounting activities","Government administrative functions, Education, Health","Business services ",20
"635","4711","6910",-0.533031880625236,"Food, beverages, tobacco mainly","Legal activities","Non specialised retail stores","Legal and accounting activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services ",19
"636","5610","6910",-0.397803429514373,"Restaurants, mobile food service","Legal activities","Food, beverage service","Legal and accounting activities","Other Service activities","Business services ",18
"637","6419","6910",-0.240344253683347,"Other monetary intermediation","Legal activities","Financial, insurance, pension","Legal and accounting activities","Business services","Business services ",12
"638","8411","6910",-0.451187417446857,"General public administration","Legal activities","Central/Local Gov. administration","Legal and accounting activities","Government administrative functions, Education, Health","Business services ",10
"639","7820","6910",-0.518104708797053,"Temporary employment agencies","Legal activities","Employment activities","Legal and accounting activities","Business services","Business services ",16
"640","8542","6910",-0.139625291326223,"Tertiary","Legal activities","Education","Legal and accounting activities","Government administrative functions, Education, Health","Business services ",14
"641","4771","6910",0.0186170212765957,"Clothing","Legal activities","Specialised retail - other","Legal and accounting activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services ",24
"642","6910","6910",1,"Legal activities","Legal activities","Legal and accounting activities","Legal and accounting activities","Business services ","Business services ",859
"643","6920","6910",0.114648947389653,"Accounting, auditing; tax consltcy","Legal activities","Legal and accounting activities","Legal and accounting activities","Business services","Business services ",15
"644","5630","6910",0.0406794169438465,"Beverage serving","Legal activities","Food, beverage service","Legal and accounting activities","Other Service activities","Business services ",22
